##File Type: Far field
##File Format: 5
##Source: dipole
##Date: 2019-03-14 10:59:10
** File exported by POSTFEKO version 2018-319328 (x64)

#Configuration Name: StandardConfiguration1
#Request Name: FarField1
#Frequency: 8.66000000E+08
#Coordinate System: Spherical
#No. of Theta Samples: 73
#No. of Phi Samples: 37
#Result Type: Gain
#No. of Header Lines: 1
                 "Theta"           "Phi"             "Re(Etheta)"      "Im(Etheta)"      "Re(Ephi)"        "Im(Ephi)"        "Gain(Theta)"     "Gain(Phi)"       "Gain(Total)"     
                  -4.50000000E+01    1.05000000E+02   -2.16250711E-01   -3.69860751E-01    0.00000000E+00    0.00000000E+00   -1.93376533E+00   -1.00000000E+03   -1.93376533E+00   
                  -4.00000000E+01    1.05000000E+02   -1.91855950E-01   -3.28936666E-01    0.00000000E+00    0.00000000E+00   -2.95765696E+00   -1.00000000E+03   -2.95765696E+00   
                  -3.50000000E+01    1.05000000E+02   -1.67174103E-01   -2.87314357E-01    0.00000000E+00    0.00000000E+00   -4.13808377E+00   -1.00000000E+03   -4.13808377E+00   
                  -3.00000000E+01    1.05000000E+02   -1.42487243E-01   -2.45457278E-01    3.46944695E-18    0.00000000E+00   -5.51082031E+00   -3.43766373E+02   -5.51082031E+00   
                  -2.50000000E+01    1.05000000E+02   -1.17992567E-01   -2.03699808E-01    3.46944695E-18    0.00000000E+00   -7.13523706E+00   -3.43766373E+02   -7.13523706E+00   
                  -2.00000000E+01    1.05000000E+02   -9.38043653E-02   -1.62249798E-01    0.00000000E+00    6.93889390E-18   -9.11550632E+00   -3.37745773E+02   -9.11550632E+00   
                  -1.50000000E+01    1.05000000E+02   -6.99611056E-02   -1.21199021E-01    0.00000000E+00   -3.46944695E-18   -1.16526171E+01   -3.43766373E+02   -1.16526171E+01   
                  -1.00000000E+01    1.05000000E+02   -4.64364890E-02   -8.05398655E-02   -1.73472348E-18   -3.46944695E-18   -1.52049238E+01   -3.42797272E+02   -1.52049238E+01   
                  -5.00000000E+00    1.05000000E+02   -2.31534291E-02   -4.01866354E-02    0.00000000E+00    0.00000000E+00   -2.12450788E+01   -1.00000000E+03   -2.12450788E+01   
                   0.00000000E+00    1.05000000E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00   -1.00000000E+03   -1.00000000E+03   -1.00000000E+03   
                   5.00000000E+00    1.05000000E+02    2.31534239E-02    4.01866379E-02    0.00000000E+00   -1.73472348E-18   -2.12450788E+01   -3.49786973E+02   -2.12450788E+01   
                   1.00000000E+01    1.05000000E+02    4.64364717E-02    8.05398739E-02    0.00000000E+00    0.00000000E+00   -1.52049239E+01   -1.00000000E+03   -1.52049239E+01   
                   1.50000000E+01    1.05000000E+02    6.99610777E-02    1.21199035E-01    0.00000000E+00    0.00000000E+00   -1.16526172E+01   -1.00000000E+03   -1.16526172E+01   
                   2.00000000E+01    1.05000000E+02    9.38043360E-02    1.62249812E-01    0.00000000E+00    0.00000000E+00   -9.11550643E+00   -1.00000000E+03   -9.11550643E+00   
                   2.50000000E+01    1.05000000E+02    1.17992548E-01    2.03699817E-01    0.00000000E+00    0.00000000E+00   -7.13523713E+00   -1.00000000E+03   -7.13523713E+00   
                   3.00000000E+01    1.05000000E+02    1.42487242E-01    2.45457278E-01    0.00000000E+00    6.93889390E-18   -5.51082033E+00   -3.37745773E+02   -5.51082033E+00   
                   3.50000000E+01    1.05000000E+02    1.67174117E-01    2.87314350E-01    6.93889390E-18    1.38777878E-17   -4.13808375E+00   -3.30756073E+02   -4.13808375E+00   
                   4.00000000E+01    1.05000000E+02    1.91855971E-01    3.28936655E-01   -6.93889390E-18    1.38777878E-17   -2.95765692E+00   -3.30756073E+02   -2.95765692E+00   
                   4.50000000E+01    1.05000000E+02    2.16250729E-01    3.69860742E-01    0.00000000E+00   -1.38777878E-17   -1.93376531E+00   -3.31725173E+02   -1.93376531E+00   
                   5.00000000E+01    1.05000000E+02    2.39995531E-01    4.09500899E-01    0.00000000E+00    1.38777878E-17   -1.04418083E+00   -3.31725173E+02   -1.04418083E+00   
                   5.50000000E+01    1.05000000E+02    2.62657567E-01    4.47166299E-01    0.00000000E+00    0.00000000E+00   -2.74915507E-01   -1.00000000E+03   -2.74915507E-01   
                   6.00000000E+01    1.05000000E+02    2.83751777E-01    4.82088640E-01    0.00000000E+00    0.00000000E+00    3.82818407E-01   -1.00000000E+03    3.82818407E-01   
                   6.50000000E+01    1.05000000E+02    3.02764899E-01    5.13459396E-01    0.00000000E+00    0.00000000E+00    9.34461638E-01   -1.00000000E+03    9.34461638E-01   
                   7.00000000E+01    1.05000000E+02    3.19184507E-01    5.40474619E-01    3.46944695E-18    6.93889390E-18    1.38329158E+00   -3.36776673E+02    1.38329158E+00   
                   7.50000000E+01    1.05000000E+02    3.32530984E-01    5.62384074E-01    0.00000000E+00    6.93889390E-18    1.73120269E+00   -3.37745773E+02    1.73120269E+00   
                   8.00000000E+01    1.05000000E+02    3.42389683E-01    5.78540583E-01    0.00000000E+00   -3.46944695E-18    1.97922921E+00   -3.43766373E+02    1.97922921E+00   
                   8.50000000E+01    1.05000000E+02    3.48440294E-01    5.88444980E-01    0.00000000E+00    0.00000000E+00    2.12789300E+00   -1.00000000E+03    2.12789300E+00   
                   9.00000000E+01    1.05000000E+02    3.50480410E-01    5.91782159E-01    0.00000000E+00    0.00000000E+00    2.17742526E+00   -1.00000000E+03    2.17742526E+00   
                   9.50000000E+01    1.05000000E+02    3.48440792E-01    5.88444399E-01    0.00000000E+00    0.00000000E+00    2.12788987E+00   -1.00000000E+03    2.12788987E+00   
                   1.00000000E+02    1.05000000E+02    3.42390655E-01    5.78539446E-01    0.00000000E+00   -3.46944695E-18    1.97922297E+00   -3.43766373E+02    1.97922297E+00   
                   1.05000000E+02    1.05000000E+02    3.32532384E-01    5.62382432E-01    3.46944695E-18    6.93889390E-18    1.73119339E+00   -3.36776673E+02    1.73119339E+00   
                   1.10000000E+02    1.05000000E+02    3.19186273E-01    5.40472543E-01    0.00000000E+00    6.93889390E-18    1.38327927E+00   -3.37745773E+02    1.38327927E+00   
                   1.15000000E+02    1.05000000E+02    3.02766951E-01    5.13456972E-01    6.93889390E-18    0.00000000E+00    9.34446407E-01   -3.37745773E+02    9.34446407E-01   
                   1.20000000E+02    1.05000000E+02    2.83754032E-01    4.82085964E-01    0.00000000E+00    0.00000000E+00    3.82800357E-01   -1.00000000E+03    3.82800357E-01   
                   1.25000000E+02    1.05000000E+02    2.62659935E-01    4.47163472E-01    6.93889390E-18    1.38777878E-17   -2.74936252E-01   -3.30756073E+02   -2.74936252E-01   
                   1.30000000E+02    1.05000000E+02    2.39997927E-01    4.09498020E-01    0.00000000E+00    0.00000000E+00   -1.04420413E+00   -1.00000000E+03   -1.04420413E+00   
                   1.35000000E+02    1.05000000E+02    2.16253073E-01    3.69857904E-01    0.00000000E+00    0.00000000E+00   -1.93379099E+00   -1.00000000E+03   -1.93379099E+00   
                   1.40000000E+02    1.05000000E+02    1.91858194E-01    3.28933943E-01    6.93889390E-18    0.00000000E+00   -2.95768480E+00   -3.37745773E+02   -2.95768480E+00   
                   1.45000000E+02    1.05000000E+02    1.67176160E-01    2.87311838E-01    0.00000000E+00   -6.93889390E-18   -4.13811363E+00   -3.37745773E+02   -4.13811363E+00   
                   1.50000000E+02    1.05000000E+02    1.42489059E-01    2.45455028E-01    3.46944695E-18    0.00000000E+00   -5.51085198E+00   -3.43766373E+02   -5.51085198E+00   
                   1.55000000E+02    1.05000000E+02    1.17994103E-01    2.03697877E-01    0.00000000E+00   -6.93889390E-18   -7.13527032E+00   -3.37745773E+02   -7.13527032E+00   
                   1.60000000E+02    1.05000000E+02    9.38056039E-02    1.62248220E-01    0.00000000E+00    0.00000000E+00   -9.11554090E+00   -1.00000000E+03   -9.11554090E+00   
                   1.65000000E+02    1.05000000E+02    6.99620408E-02    1.21197819E-01    0.00000000E+00    3.46944695E-18   -1.16526527E+01   -3.43766373E+02   -1.16526527E+01   
                   1.70000000E+02    1.05000000E+02    4.64371190E-02    8.05390534E-02    0.00000000E+00   -3.46944695E-18   -1.52049601E+01   -3.43766373E+02   -1.52049601E+01   
                   1.75000000E+02    1.05000000E+02    2.31537490E-02    4.01862248E-02    0.00000000E+00   -1.73472348E-18   -2.12451155E+01   -3.49786973E+02   -2.12451155E+01   
                   1.80000000E+02    1.05000000E+02    3.24614777E-17    5.63547588E-17    0.00000000E+00    3.08148791E-33   -3.18308578E+02   -6.44796368E+02   -3.18308578E+02   
                  -1.80000000E+02    1.10000000E+02   -3.24614777E-17   -5.63547588E-17    0.00000000E+00   -3.08148791E-33   -3.18308578E+02   -6.44796368E+02   -3.18308578E+02   
                  -1.75000000E+02    1.10000000E+02   -2.31537538E-02   -4.01862225E-02   -1.73472348E-18    0.00000000E+00   -2.12451154E+01   -3.49786973E+02   -2.12451154E+01   
                  -1.70000000E+02    1.10000000E+02   -4.64371355E-02   -8.05390463E-02    1.73472348E-18   -3.46944695E-18   -1.52049599E+01   -3.42797272E+02   -1.52049599E+01   
                  -1.65000000E+02    1.10000000E+02   -6.99620681E-02   -1.21197808E-01    0.00000000E+00    0.00000000E+00   -1.16526524E+01   -1.00000000E+03   -1.16526524E+01   
                  -1.60000000E+02    1.10000000E+02   -9.38056338E-02   -1.62248210E-01    0.00000000E+00    6.93889390E-18   -9.11554061E+00   -3.37745773E+02   -9.11554061E+00   
                  -1.55000000E+02    1.10000000E+02   -1.17994124E-01   -2.03697872E-01    0.00000000E+00    6.93889390E-18   -7.13527007E+00   -3.37745773E+02   -7.13527007E+00   
                  -1.50000000E+02    1.10000000E+02   -1.42489064E-01   -2.45455031E-01    6.93889390E-18    1.38777878E-17   -5.51085182E+00   -3.30756073E+02   -5.51085182E+00   
                  -1.45000000E+02    1.10000000E+02   -1.67176149E-01   -2.87311847E-01    0.00000000E+00    1.38777878E-17   -4.13811357E+00   -3.31725173E+02   -4.13811357E+00   
                  -1.40000000E+02    1.10000000E+02   -1.91858173E-01   -3.28933954E-01   -6.93889390E-18    0.00000000E+00   -2.95768483E+00   -3.37745773E+02   -2.95768483E+00   
                  -1.35000000E+02    1.10000000E+02   -2.16253050E-01   -3.69857912E-01    0.00000000E+00    0.00000000E+00   -1.93379108E+00   -1.00000000E+03   -1.93379108E+00   
                  -1.30000000E+02    1.10000000E+02   -2.39997906E-01   -4.09498022E-01    0.00000000E+00   -1.38777878E-17   -1.04420429E+00   -3.31725173E+02   -1.04420429E+00   
                  -1.25000000E+02    1.10000000E+02   -2.62659911E-01   -4.47163468E-01    0.00000000E+00   -1.38777878E-17   -2.74936511E-01   -3.31725173E+02   -2.74936511E-01   
                  -1.20000000E+02    1.10000000E+02   -2.83753991E-01   -4.82085958E-01    0.00000000E+00    0.00000000E+00    3.82799951E-01   -1.00000000E+03    3.82799951E-01   
                  -1.15000000E+02    1.10000000E+02   -3.02766878E-01   -5.13456966E-01    0.00000000E+00    1.38777878E-17    9.34445796E-01   -3.31725173E+02    9.34445796E-01   
                  -1.10000000E+02    1.10000000E+02   -3.19186154E-01   -5.40472541E-01   -6.93889390E-18   -6.93889390E-18    1.38327841E+00   -3.34735473E+02    1.38327841E+00   
                  -1.05000000E+02    1.10000000E+02   -3.32532215E-01   -5.62382435E-01    0.00000000E+00    0.00000000E+00    1.73119227E+00   -1.00000000E+03    1.73119227E+00   
                  -1.00000000E+02    1.10000000E+02   -3.42390440E-01   -5.78539453E-01   -3.46944695E-18    0.00000000E+00    1.97922162E+00   -3.43766373E+02    1.97922162E+00   
                  -9.50000000E+01    1.10000000E+02   -3.48440545E-01   -5.88444408E-01    1.73472348E-18    3.46944695E-18    2.12788837E+00   -3.42797272E+02    2.12788837E+00   
                  -9.00000000E+01    1.10000000E+02   -3.50480153E-01   -5.91782168E-01   -7.70371978E-34    0.00000000E+00    2.17742370E+00   -6.56837568E+02    2.17742370E+00   
                  -8.50000000E+01    1.10000000E+02   -3.48440047E-01   -5.88444989E-01    0.00000000E+00    0.00000000E+00    2.12789149E+00   -1.00000000E+03    2.12789149E+00   
                  -8.00000000E+01    1.10000000E+02   -3.42389467E-01   -5.78540589E-01    0.00000000E+00    6.93889390E-18    1.97922786E+00   -3.37745773E+02    1.97922786E+00   
                  -7.50000000E+01    1.10000000E+02   -3.32530814E-01   -5.62384076E-01    0.00000000E+00    0.00000000E+00    1.73120157E+00   -1.00000000E+03    1.73120157E+00   
                  -7.00000000E+01    1.10000000E+02   -3.19184389E-01   -5.40474617E-01    0.00000000E+00    0.00000000E+00    1.38329072E+00   -1.00000000E+03    1.38329072E+00   
                  -6.50000000E+01    1.10000000E+02   -3.02764826E-01   -5.13459390E-01    0.00000000E+00    0.00000000E+00    9.34461027E-01   -1.00000000E+03    9.34461027E-01   
                  -6.00000000E+01    1.10000000E+02   -2.83751737E-01   -4.82088633E-01    0.00000000E+00    1.38777878E-17    3.82818000E-01   -3.31725173E+02    3.82818000E-01   
                  -5.50000000E+01    1.10000000E+02   -2.62657543E-01   -4.47166295E-01    0.00000000E+00    0.00000000E+00   -2.74915767E-01   -1.00000000E+03   -2.74915767E-01   
                  -5.00000000E+01    1.10000000E+02   -2.39995510E-01   -4.09500901E-01    6.93889390E-18    0.00000000E+00   -1.04418100E+00   -3.37745773E+02   -1.04418100E+00   
                  -4.50000000E+01    1.10000000E+02   -2.16250706E-01   -3.69860750E-01   -6.93889390E-18    0.00000000E+00   -1.93376540E+00   -3.37745773E+02   -1.93376540E+00   
                  -4.00000000E+01    1.10000000E+02   -1.91855951E-01   -3.28936666E-01    0.00000000E+00    0.00000000E+00   -2.95765695E+00   -1.00000000E+03   -2.95765695E+00   
                  -3.50000000E+01    1.10000000E+02   -1.67174106E-01   -2.87314359E-01    6.93889390E-18    0.00000000E+00   -4.13808369E+00   -3.37745773E+02   -4.13808369E+00   
                  -3.00000000E+01    1.10000000E+02   -1.42487247E-01   -2.45457281E-01   -6.93889390E-18    1.38777878E-17   -5.51082017E+00   -3.30756073E+02   -5.51082017E+00   
                  -2.50000000E+01    1.10000000E+02   -1.17992569E-01   -2.03699812E-01    0.00000000E+00    0.00000000E+00   -7.13523689E+00   -1.00000000E+03   -7.13523689E+00   
                  -2.00000000E+01    1.10000000E+02   -9.38043659E-02   -1.62249802E-01   -3.46944695E-18   -6.93889390E-18   -9.11550615E+00   -3.36776673E+02   -9.11550615E+00   
                  -1.50000000E+01    1.10000000E+02   -6.99611050E-02   -1.21199024E-01    0.00000000E+00   -6.93889390E-18   -1.16526170E+01   -3.37745773E+02   -1.16526170E+01   
                  -1.00000000E+01    1.10000000E+02   -4.64364882E-02   -8.05398668E-02    1.73472348E-18   -3.46944695E-18   -1.52049237E+01   -3.42797272E+02   -1.52049237E+01   
                  -5.00000000E+00    1.10000000E+02   -2.31534288E-02   -4.01866357E-02    8.67361738E-19    1.73472348E-18   -2.12450788E+01   -3.48817872E+02   -2.12450788E+01   
                   0.00000000E+00    1.10000000E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00   -1.00000000E+03   -1.00000000E+03   -1.00000000E+03   
                   5.00000000E+00    1.10000000E+02    2.31534244E-02    4.01866378E-02    0.00000000E+00    0.00000000E+00   -2.12450788E+01   -1.00000000E+03   -2.12450788E+01   
                   1.00000000E+01    1.10000000E+02    4.64364734E-02    8.05398740E-02    0.00000000E+00    0.00000000E+00   -1.52049238E+01   -1.00000000E+03   -1.52049238E+01   
                   1.50000000E+01    1.10000000E+02    6.99610805E-02    1.21199036E-01    3.46944695E-18    0.00000000E+00   -1.16526171E+01   -3.43766373E+02   -1.16526171E+01   
                   2.00000000E+01    1.10000000E+02    9.38043390E-02    1.62249815E-01    0.00000000E+00    6.93889390E-18   -9.11550625E+00   -3.37745773E+02   -9.11550625E+00   
                   2.50000000E+01    1.10000000E+02    1.17992550E-01    2.03699821E-01    6.93889390E-18    6.93889390E-18   -7.13523696E+00   -3.34735473E+02   -7.13523696E+00   
                   3.00000000E+01    1.10000000E+02    1.42487242E-01    2.45457283E-01    0.00000000E+00    0.00000000E+00   -5.51082019E+00   -1.00000000E+03   -5.51082019E+00   
                   3.50000000E+01    1.10000000E+02    1.67174116E-01    2.87314353E-01    0.00000000E+00    0.00000000E+00   -4.13808368E+00   -1.00000000E+03   -4.13808368E+00   
                   4.00000000E+01    1.10000000E+02    1.91855971E-01    3.28936655E-01   -6.93889390E-18    0.00000000E+00   -2.95765692E+00   -3.37745773E+02   -2.95765692E+00   
                   4.50000000E+01    1.10000000E+02    2.16250730E-01    3.69860738E-01    0.00000000E+00    0.00000000E+00   -1.93376537E+00   -1.00000000E+03   -1.93376537E+00   
                   5.00000000E+01    1.10000000E+02    2.39995533E-01    4.09500889E-01    6.93889390E-18    0.00000000E+00   -1.04418098E+00   -3.37745773E+02   -1.04418098E+00   
                   5.50000000E+01    1.10000000E+02    2.62657568E-01    4.47166280E-01    0.00000000E+00    1.38777878E-17   -2.74915766E-01   -3.31725173E+02   -2.74915766E-01   
                   6.00000000E+01    1.10000000E+02    2.83751775E-01    4.82088610E-01    0.00000000E+00    0.00000000E+00    3.82817990E-01   -1.00000000E+03    3.82817990E-01   
                   6.50000000E+01    1.10000000E+02    3.02764890E-01    5.13459351E-01    0.00000000E+00    1.38777878E-17    9.34461012E-01   -3.31725173E+02    9.34461012E-01   
                   7.00000000E+01    1.10000000E+02    3.19184490E-01    5.40474556E-01    0.00000000E+00    6.93889390E-18    1.38329070E+00   -3.37745773E+02    1.38329070E+00   
                   7.50000000E+01    1.10000000E+02    3.32530958E-01    5.62383991E-01    0.00000000E+00   -1.38777878E-17    1.73120157E+00   -3.31725173E+02    1.73120157E+00   
                   8.00000000E+01    1.10000000E+02    3.42389649E-01    5.78540481E-01   -3.46944695E-18    0.00000000E+00    1.97922786E+00   -3.43766373E+02    1.97922786E+00   
                   8.50000000E+01    1.10000000E+02    3.48440256E-01    5.88444866E-01    0.00000000E+00    3.46944695E-18    2.12789150E+00   -3.43766373E+02    2.12789150E+00   
                   9.00000000E+01    1.10000000E+02    3.50480370E-01    5.91782040E-01    0.00000000E+00    1.54074396E-33    2.17742371E+00   -6.50816968E+02    2.17742371E+00   
                   9.50000000E+01    1.10000000E+02    3.48440754E-01    5.88444285E-01    1.73472348E-18   -3.46944695E-18    2.12788837E+00   -3.42797272E+02    2.12788837E+00   
                   1.00000000E+02    1.10000000E+02    3.42390621E-01    5.78539345E-01    3.46944695E-18    0.00000000E+00    1.97922162E+00   -3.43766373E+02    1.97922162E+00   
                   1.05000000E+02    1.10000000E+02    3.32532358E-01    5.62382349E-01   -3.46944695E-18    6.93889390E-18    1.73119226E+00   -3.36776673E+02    1.73119226E+00   
                   1.10000000E+02    1.10000000E+02    3.19186256E-01    5.40472480E-01    6.93889390E-18    6.93889390E-18    1.38327839E+00   -3.34735473E+02    1.38327839E+00   
                   1.15000000E+02    1.10000000E+02    3.02766943E-01    5.13456927E-01   -6.93889390E-18    0.00000000E+00    9.34445781E-01   -3.37745773E+02    9.34445781E-01   
                   1.20000000E+02    1.10000000E+02    2.83754030E-01    4.82085934E-01    0.00000000E+00    0.00000000E+00    3.82799940E-01   -1.00000000E+03    3.82799940E-01   
                   1.25000000E+02    1.10000000E+02    2.62659936E-01    4.47163453E-01    0.00000000E+00   -1.38777878E-17   -2.74936511E-01   -3.31725173E+02   -2.74936511E-01   
                   1.30000000E+02    1.10000000E+02    2.39997929E-01    4.09498009E-01    0.00000000E+00    0.00000000E+00   -1.04420428E+00   -1.00000000E+03   -1.04420428E+00   
                   1.35000000E+02    1.10000000E+02    2.16253074E-01    3.69857900E-01    0.00000000E+00   -1.38777878E-17   -1.93379105E+00   -3.31725173E+02   -1.93379105E+00   
                   1.40000000E+02    1.10000000E+02    1.91858194E-01    3.28933944E-01    0.00000000E+00    0.00000000E+00   -2.95768480E+00   -1.00000000E+03   -2.95768480E+00   
                   1.45000000E+02    1.10000000E+02    1.67176159E-01    2.87311841E-01    6.93889390E-18    0.00000000E+00   -4.13811356E+00   -3.37745773E+02   -4.13811356E+00   
                   1.50000000E+02    1.10000000E+02    1.42489059E-01    2.45455032E-01    0.00000000E+00    0.00000000E+00   -5.51085185E+00   -1.00000000E+03   -5.51085185E+00   
                   1.55000000E+02    1.10000000E+02    1.17994105E-01    2.03697881E-01   -6.93889390E-18   -6.93889390E-18   -7.13527014E+00   -3.34735473E+02   -7.13527014E+00   
                   1.60000000E+02    1.10000000E+02    9.38056069E-02    1.62248223E-01   -3.46944695E-18    0.00000000E+00   -9.11554072E+00   -3.43766373E+02   -9.11554072E+00   
                   1.65000000E+02    1.10000000E+02    6.99620436E-02    1.21197820E-01   -3.46944695E-18   -6.93889390E-18   -1.16526526E+01   -3.36776673E+02   -1.16526526E+01   
                   1.70000000E+02    1.10000000E+02    4.64371206E-02    8.05390535E-02   -1.73472348E-18    0.00000000E+00   -1.52049600E+01   -3.49786973E+02   -1.52049600E+01   
                   1.75000000E+02    1.10000000E+02    2.31537494E-02    4.01862247E-02    8.67361738E-19    3.46944695E-18   -2.12451155E+01   -3.43503083E+02   -2.12451155E+01   
                   1.80000000E+02    1.10000000E+02    3.24614777E-17    5.63547588E-17    0.00000000E+00    3.08148791E-33   -3.18308578E+02   -6.44796368E+02   -3.18308578E+02   
                  -1.80000000E+02    1.15000000E+02   -3.24614777E-17   -5.63547588E-17    1.54074396E-33    0.00000000E+00   -3.18308578E+02   -6.50816968E+02   -3.18308578E+02   
                  -1.75000000E+02    1.15000000E+02   -2.31537535E-02   -4.01862228E-02    1.73472348E-18    0.00000000E+00   -2.12451154E+01   -3.49786973E+02   -2.12451154E+01   
                  -1.70000000E+02    1.15000000E+02   -4.64371345E-02   -8.05390476E-02   -3.46944695E-18   -3.46944695E-18   -1.52049598E+01   -3.40756073E+02   -1.52049598E+01   
                  -1.65000000E+02    1.15000000E+02   -6.99620670E-02   -1.21197811E-01    0.00000000E+00    6.93889390E-18   -1.16526523E+01   -3.37745773E+02   -1.16526523E+01   
                  -1.60000000E+02    1.15000000E+02   -9.38056337E-02   -1.62248214E-01    0.00000000E+00    6.93889390E-18   -9.11554046E+00   -3.37745773E+02   -9.11554046E+00   
                  -1.55000000E+02    1.15000000E+02   -1.17994126E-01   -2.03697876E-01   -6.93889390E-18    0.00000000E+00   -7.13526990E+00   -3.37745773E+02   -7.13526990E+00   
                  -1.50000000E+02    1.15000000E+02   -1.42489067E-01   -2.45455035E-01    0.00000000E+00    0.00000000E+00   -5.51085167E+00   -1.00000000E+03   -5.51085167E+00   
                  -1.45000000E+02    1.15000000E+02   -1.67176152E-01   -2.87311850E-01    0.00000000E+00    0.00000000E+00   -4.13811346E+00   -1.00000000E+03   -4.13811346E+00   
                  -1.40000000E+02    1.15000000E+02   -1.91858176E-01   -3.28933956E-01    0.00000000E+00    0.00000000E+00   -2.95768476E+00   -1.00000000E+03   -2.95768476E+00   
                  -1.35000000E+02    1.15000000E+02   -2.16253051E-01   -3.69857914E-01    0.00000000E+00    0.00000000E+00   -1.93379105E+00   -1.00000000E+03   -1.93379105E+00   
                  -1.30000000E+02    1.15000000E+02   -2.39997904E-01   -4.09498023E-01   -1.38777878E-17   -1.38777878E-17   -1.04420429E+00   -3.28714873E+02   -1.04420429E+00   
                  -1.25000000E+02    1.15000000E+02   -2.62659908E-01   -4.47163468E-01    6.93889390E-18    0.00000000E+00   -2.74936532E-01   -3.37745773E+02   -2.74936532E-01   
                  -1.20000000E+02    1.15000000E+02   -2.83753991E-01   -4.82085954E-01    0.00000000E+00    1.38777878E-17    3.82799909E-01   -3.31725173E+02    3.82799909E-01   
                  -1.15000000E+02    1.15000000E+02   -3.02766883E-01   -5.13456958E-01    0.00000000E+00    0.00000000E+00    9.34445726E-01   -1.00000000E+03    9.34445726E-01   
                  -1.10000000E+02    1.15000000E+02   -3.19186166E-01   -5.40472526E-01    0.00000000E+00    0.00000000E+00    1.38327830E+00   -1.00000000E+03    1.38327830E+00   
                  -1.05000000E+02    1.15000000E+02   -3.32532233E-01   -5.62382411E-01    0.00000000E+00    6.93889390E-18    1.73119212E+00   -3.37745773E+02    1.73119212E+00   
                  -1.00000000E+02    1.15000000E+02   -3.42390464E-01   -5.78539421E-01    3.46944695E-18    0.00000000E+00    1.97922143E+00   -3.43766373E+02    1.97922143E+00   
                  -9.50000000E+01    1.15000000E+02   -3.48440574E-01   -5.88444371E-01    0.00000000E+00    3.46944695E-18    2.12788815E+00   -3.43766373E+02    2.12788815E+00   
                  -9.00000000E+01    1.15000000E+02   -3.50480183E-01   -5.91782129E-01    0.00000000E+00    0.00000000E+00    2.17742347E+00   -1.00000000E+03    2.17742347E+00   
                  -8.50000000E+01    1.15000000E+02   -3.48440076E-01   -5.88444952E-01   -1.73472348E-18    0.00000000E+00    2.12789128E+00   -3.49786973E+02    2.12789128E+00   
                  -8.00000000E+01    1.15000000E+02   -3.42389492E-01   -5.78540557E-01    3.46944695E-18    6.93889390E-18    1.97922767E+00   -3.36776673E+02    1.97922767E+00   
                  -7.50000000E+01    1.15000000E+02   -3.32530832E-01   -5.62384052E-01    6.93889390E-18    0.00000000E+00    1.73120142E+00   -3.37745773E+02    1.73120142E+00   
                  -7.00000000E+01    1.15000000E+02   -3.19184400E-01   -5.40474601E-01    0.00000000E+00    0.00000000E+00    1.38329061E+00   -1.00000000E+03    1.38329061E+00   
                  -6.50000000E+01    1.15000000E+02   -3.02764830E-01   -5.13459382E-01    6.93889390E-18    0.00000000E+00    9.34460957E-01   -3.37745773E+02    9.34460957E-01   
                  -6.00000000E+01    1.15000000E+02   -2.83751737E-01   -4.82088630E-01    0.00000000E+00    0.00000000E+00    3.82817959E-01   -1.00000000E+03    3.82817959E-01   
                  -5.50000000E+01    1.15000000E+02   -2.62657541E-01   -4.47166295E-01    0.00000000E+00   -1.38777878E-17   -2.74915787E-01   -3.31725173E+02   -2.74915787E-01   
                  -5.00000000E+01    1.15000000E+02   -2.39995509E-01   -4.09500902E-01    1.38777878E-17    1.38777878E-17   -1.04418100E+00   -3.28714873E+02   -1.04418100E+00   
                  -4.50000000E+01    1.15000000E+02   -2.16250707E-01   -3.69860751E-01    0.00000000E+00    0.00000000E+00   -1.93376537E+00   -1.00000000E+03   -1.93376537E+00   
                  -4.00000000E+01    1.15000000E+02   -1.91855953E-01   -3.28936668E-01    6.93889390E-18    2.77555756E-17   -2.95765688E+00   -3.25441283E+02   -2.95765688E+00   
                  -3.50000000E+01    1.15000000E+02   -1.67174109E-01   -2.87314362E-01   -6.93889390E-18   -1.38777878E-17   -4.13808358E+00   -3.30756073E+02   -4.13808358E+00   
                  -3.00000000E+01    1.15000000E+02   -1.42487250E-01   -2.45457285E-01    0.00000000E+00    0.00000000E+00   -5.51082001E+00   -1.00000000E+03   -5.51082001E+00   
                  -2.50000000E+01    1.15000000E+02   -1.17992571E-01   -2.03699817E-01    6.93889390E-18    0.00000000E+00   -7.13523672E+00   -3.37745773E+02   -7.13523672E+00   
                  -2.00000000E+01    1.15000000E+02   -9.38043658E-02   -1.62249806E-01    0.00000000E+00    6.93889390E-18   -9.11550599E+00   -3.37745773E+02   -9.11550599E+00   
                  -1.50000000E+01    1.15000000E+02   -6.99611039E-02   -1.21199027E-01    0.00000000E+00    0.00000000E+00   -1.16526168E+01   -1.00000000E+03   -1.16526168E+01   
                  -1.00000000E+01    1.15000000E+02   -4.64364872E-02   -8.05398681E-02    0.00000000E+00    0.00000000E+00   -1.52049236E+01   -1.00000000E+03   -1.52049236E+01   
                  -5.00000000E+00    1.15000000E+02   -2.31534284E-02   -4.01866359E-02    1.73472348E-18    0.00000000E+00   -2.12450787E+01   -3.49786973E+02   -2.12450787E+01   
