##File Type: Far field
##File Format: 5
##Source: dipole
##Date: 2019-03-14 10:59:10
** File exported by POSTFEKO version 2018-319328 (x64)

#Configuration Name: StandardConfiguration1
#Request Name: FarField1
#Frequency: 8.66000000E+08
#Coordinate System: Spherical
#No. of Theta Samples: 73
#No. of Phi Samples: 37
#Result Type: Gain
#No. of Header Lines: 1
                 "Theta"           "Phi"             "Re(Etheta)"      "Im(Etheta)"      "Re(Ephi)"        "Im(Ephi)"        "Gain(Theta)"     "Gain(Phi)"       "Gain(Total)"     
                   7.50000000E+01    1.50000000E+01    3.32531011E-01    5.62384067E-01    3.46944695E-18    6.93889390E-18    1.73120281E+00   -3.36776673E+02    1.73120281E+00   
                   8.00000000E+01    1.50000000E+01    3.42389692E-01    5.78540591E-01    0.00000000E+00   -3.46944695E-18    1.97922937E+00   -3.43766373E+02    1.97922937E+00   
                   8.50000000E+01    1.50000000E+01    3.48440285E-01    5.88445001E-01    8.67361738E-19    0.00000000E+00    2.12789317E+00   -3.55807572E+02    2.12789317E+00   
                   9.00000000E+01    1.50000000E+01    3.50480393E-01    5.91782184E-01    0.00000000E+00    1.54074396E-33    2.17742543E+00   -6.50816968E+02    2.17742543E+00   
                   9.50000000E+01    1.50000000E+01    3.48440783E-01    5.88444420E-01    8.67361738E-19    0.00000000E+00    2.12789004E+00   -3.55807572E+02    2.12789004E+00   
                   1.00000000E+02    1.50000000E+01    3.42390665E-01    5.78539455E-01    0.00000000E+00    0.00000000E+00    1.97922313E+00   -1.00000000E+03    1.97922313E+00   
                   1.05000000E+02    1.50000000E+01    3.32532412E-01    5.62382426E-01    3.46944695E-18    6.93889390E-18    1.73119350E+00   -3.36776673E+02    1.73119350E+00   
                   1.10000000E+02    1.50000000E+01    3.19186306E-01    5.40472526E-01    0.00000000E+00    0.00000000E+00    1.38327929E+00   -1.00000000E+03    1.38327929E+00   
                   1.15000000E+02    1.50000000E+01    3.02766975E-01    5.13456953E-01    0.00000000E+00   -6.93889390E-18    9.34446349E-01   -3.37745773E+02    9.34446349E-01   
                   1.20000000E+02    1.50000000E+01    2.83754038E-01    4.82085956E-01    0.00000000E+00    6.93889390E-18    3.82800303E-01   -3.37745773E+02    3.82800303E-01   
                   1.25000000E+02    1.50000000E+01    2.62659928E-01    4.47163483E-01    0.00000000E+00    1.38777878E-17   -2.74936159E-01   -3.31725173E+02   -2.74936159E-01   
                   1.30000000E+02    1.50000000E+01    2.39997919E-01    4.09498047E-01    0.00000000E+00    2.77555756E-17   -1.04420377E+00   -3.25704573E+02   -1.04420377E+00   
                   1.35000000E+02    1.50000000E+01    2.16253075E-01    3.69857937E-01    0.00000000E+00    0.00000000E+00   -1.93379038E+00   -1.00000000E+03   -1.93379038E+00   
                   1.40000000E+02    1.50000000E+01    1.91858211E-01    3.28933968E-01    6.93889390E-18    0.00000000E+00   -2.95768413E+00   -3.37745773E+02   -2.95768413E+00   
                   1.45000000E+02    1.50000000E+01    1.67176183E-01    2.87311844E-01    6.93889390E-18   -6.93889390E-18   -4.13811318E+00   -3.34735473E+02   -4.13811318E+00   
                   1.50000000E+02    1.50000000E+01    1.42489077E-01    2.45455017E-01   -3.46944695E-18    0.00000000E+00   -5.51085198E+00   -3.43766373E+02   -5.51085198E+00   
                   1.55000000E+02    1.50000000E+01    1.17994109E-01    2.03697857E-01   -3.46944695E-18   -6.93889390E-18   -7.13527083E+00   -3.36776673E+02   -7.13527083E+00   
                   1.60000000E+02    1.50000000E+01    9.38055984E-02    1.62248202E-01    0.00000000E+00    0.00000000E+00   -9.11554174E+00   -1.00000000E+03   -9.11554174E+00   
                   1.65000000E+02    1.50000000E+01    6.99620308E-02    1.21197809E-01    0.00000000E+00    3.46944695E-18   -1.16526535E+01   -3.43766373E+02   -1.16526535E+01   
                   1.70000000E+02    1.50000000E+01    4.64371117E-02    8.05390509E-02    0.00000000E+00    0.00000000E+00   -1.52049606E+01   -1.00000000E+03   -1.52049606E+01   
                   1.75000000E+02    1.50000000E+01    2.31537468E-02    4.01862249E-02    0.00000000E+00   -1.73472348E-18   -2.12451157E+01   -3.49786973E+02   -2.12451157E+01   
                   1.80000000E+02    1.50000000E+01    3.24614777E-17    5.63547588E-17    0.00000000E+00    3.08148791E-33   -3.18308578E+02   -6.44796368E+02   -3.18308578E+02   
                  -1.80000000E+02    2.00000000E+01   -3.24614777E-17   -5.63547588E-17    1.54074396E-33    0.00000000E+00   -3.18308578E+02   -6.50816968E+02   -3.18308578E+02   
                  -1.75000000E+02    2.00000000E+01   -2.31537557E-02   -4.01862205E-02   -8.67361738E-19   -1.73472348E-18   -2.12451156E+01   -3.48817872E+02   -2.12451156E+01   
                  -1.70000000E+02    2.00000000E+01   -4.64371385E-02   -8.05390372E-02    0.00000000E+00   -3.46944695E-18   -1.52049605E+01   -3.43766373E+02   -1.52049605E+01   
                  -1.65000000E+02    2.00000000E+01   -6.99620655E-02   -1.21197791E-01    0.00000000E+00    0.00000000E+00   -1.16526534E+01   -1.00000000E+03   -1.16526534E+01   
                  -1.60000000E+02    2.00000000E+01   -9.38056187E-02   -1.62248192E-01    3.46944695E-18    6.93889390E-18   -9.11554169E+00   -3.36776673E+02   -9.11554169E+00   
                  -1.55000000E+02    2.00000000E+01   -1.17994098E-01   -2.03697864E-01    6.93889390E-18    0.00000000E+00   -7.13527082E+00   -3.37745773E+02   -7.13527082E+00   
                  -1.50000000E+02    2.00000000E+01   -1.42489037E-01   -2.45455041E-01    0.00000000E+00    0.00000000E+00   -5.51085195E+00   -1.00000000E+03   -5.51085195E+00   
                  -1.45000000E+02    2.00000000E+01   -1.67176137E-01   -2.87311874E-01   -6.93889390E-18    0.00000000E+00   -4.13811312E+00   -3.37745773E+02   -4.13811312E+00   
                  -1.40000000E+02    2.00000000E+01   -1.91858186E-01   -3.28933986E-01    0.00000000E+00    1.38777878E-17   -2.95768407E+00   -3.31725173E+02   -2.95768407E+00   
                  -1.35000000E+02    2.00000000E+01   -2.16253083E-01   -3.69857935E-01    6.93889390E-18    0.00000000E+00   -1.93379036E+00   -3.37745773E+02   -1.93379036E+00   
                  -1.30000000E+02    2.00000000E+01   -2.39997940E-01   -4.09498030E-01    0.00000000E+00    0.00000000E+00   -1.04420384E+00   -1.00000000E+03   -1.04420384E+00   
                  -1.25000000E+02    2.00000000E+01   -2.62659925E-01   -4.47163471E-01    0.00000000E+00    0.00000000E+00   -2.74936342E-01   -1.00000000E+03   -2.74936342E-01   
                  -1.20000000E+02    2.00000000E+01   -2.83753974E-01   -4.82085971E-01    0.00000000E+00    0.00000000E+00    3.82799996E-01   -1.00000000E+03    3.82799996E-01   
                  -1.15000000E+02    2.00000000E+01   -3.02766832E-01   -5.13457005E-01    0.00000000E+00    0.00000000E+00    9.34445937E-01   -1.00000000E+03    9.34445937E-01   
                  -1.10000000E+02    2.00000000E+01   -3.19186095E-01   -5.40472609E-01    0.00000000E+00    6.93889390E-18    1.38327880E+00   -3.37745773E+02    1.38327880E+00   
                  -1.05000000E+02    2.00000000E+01   -3.32532165E-01   -5.62382524E-01    0.00000000E+00    0.00000000E+00    1.73119296E+00   -1.00000000E+03    1.73119296E+00   
                  -1.00000000E+02    2.00000000E+01   -3.42390413E-01   -5.78539551E-01    0.00000000E+00    0.00000000E+00    1.97922255E+00   -1.00000000E+03    1.97922255E+00   
                  -9.50000000E+01    2.00000000E+01   -3.48440542E-01   -5.88444507E-01    0.00000000E+00    0.00000000E+00    2.12788943E+00   -1.00000000E+03    2.12788943E+00   
                  -9.00000000E+01    2.00000000E+01   -3.50480158E-01   -5.91782267E-01   -7.70371978E-34    0.00000000E+00    2.17742481E+00   -6.56837568E+02    2.17742481E+00   
                  -8.50000000E+01    2.00000000E+01   -3.48440044E-01   -5.88445089E-01    0.00000000E+00    0.00000000E+00    2.12789256E+00   -1.00000000E+03    2.12789256E+00   
                  -8.00000000E+01    2.00000000E+01   -3.42389440E-01   -5.78540688E-01    0.00000000E+00    0.00000000E+00    1.97922878E+00   -1.00000000E+03    1.97922878E+00   
                  -7.50000000E+01    2.00000000E+01   -3.32530764E-01   -5.62384166E-01    3.46944695E-18    0.00000000E+00    1.73120226E+00   -3.43766373E+02    1.73120226E+00   
                  -7.00000000E+01    2.00000000E+01   -3.19184330E-01   -5.40474685E-01    0.00000000E+00   -1.38777878E-17    1.38329111E+00   -3.31725173E+02    1.38329111E+00   
                  -6.50000000E+01    2.00000000E+01   -3.02764779E-01   -5.13459429E-01    0.00000000E+00    1.38777878E-17    9.34461168E-01   -3.31725173E+02    9.34461168E-01   
                  -6.00000000E+01    2.00000000E+01   -2.83751719E-01   -4.82088647E-01    0.00000000E+00    0.00000000E+00    3.82818046E-01   -1.00000000E+03    3.82818046E-01   
                  -5.50000000E+01    2.00000000E+01   -2.62657557E-01   -4.47166298E-01    0.00000000E+00    0.00000000E+00   -2.74915598E-01   -1.00000000E+03   -2.74915598E-01   
                  -5.00000000E+01    2.00000000E+01   -2.39995545E-01   -4.09500910E-01    6.93889390E-18    0.00000000E+00   -1.04418054E+00   -3.37745773E+02   -1.04418054E+00   
                  -4.50000000E+01    2.00000000E+01   -2.16250739E-01   -3.69860772E-01    0.00000000E+00    0.00000000E+00   -1.93376468E+00   -1.00000000E+03   -1.93376468E+00   
                  -4.00000000E+01    2.00000000E+01   -1.91855963E-01   -3.28936697E-01    0.00000000E+00    0.00000000E+00   -2.95765619E+00   -1.00000000E+03   -2.95765619E+00   
                  -3.50000000E+01    2.00000000E+01   -1.67174094E-01   -2.87314386E-01    6.93889390E-18    0.00000000E+00   -4.13808324E+00   -3.37745773E+02   -4.13808324E+00   
                  -3.00000000E+01    2.00000000E+01   -1.42487220E-01   -2.45457292E-01   -6.93889390E-18    0.00000000E+00   -5.51082030E+00   -3.37745773E+02   -5.51082030E+00   
                  -2.50000000E+01    2.00000000E+01   -1.17992542E-01   -2.03699804E-01    0.00000000E+00   -6.93889390E-18   -7.13523763E+00   -3.37745773E+02   -7.13523763E+00   
                  -2.00000000E+01    2.00000000E+01   -9.38043508E-02   -1.62249784E-01   -6.93889390E-18    0.00000000E+00   -9.11550723E+00   -3.37745773E+02   -9.11550723E+00   
                  -1.50000000E+01    2.00000000E+01   -6.99611024E-02   -1.21199007E-01    3.46944695E-18    0.00000000E+00   -1.16526180E+01   -3.43766373E+02   -1.16526180E+01   
                  -1.00000000E+01    2.00000000E+01   -4.64364912E-02   -8.05398577E-02    0.00000000E+00    0.00000000E+00   -1.52049243E+01   -1.00000000E+03   -1.52049243E+01   
                  -5.00000000E+00    2.00000000E+01   -2.31534307E-02   -4.01866336E-02    1.73472348E-18    1.73472348E-18   -2.12450789E+01   -3.46776673E+02   -2.12450789E+01   
                   0.00000000E+00    2.00000000E+01    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00   -1.00000000E+03   -1.00000000E+03   -1.00000000E+03   
                   5.00000000E+00    2.00000000E+01    2.31534215E-02    4.01866380E-02   -8.67361738E-19    0.00000000E+00   -2.12450790E+01   -3.55807572E+02   -2.12450790E+01   
                   1.00000000E+01    2.00000000E+01    4.64364637E-02    8.05398710E-02    3.46944695E-18    3.46944695E-18   -1.52049245E+01   -3.40756073E+02   -1.52049245E+01   
                   1.50000000E+01    2.00000000E+01    6.99610670E-02    1.21199024E-01    0.00000000E+00    0.00000000E+00   -1.16526181E+01   -1.00000000E+03   -1.16526181E+01   
                   2.00000000E+01    2.00000000E+01    9.38043312E-02    1.62249792E-01    3.46944695E-18    6.93889390E-18   -9.11550734E+00   -3.36776673E+02   -9.11550734E+00   
                   2.50000000E+01    2.00000000E+01    1.17992557E-01    2.03699796E-01    6.93889390E-18    1.38777878E-17   -7.13523763E+00   -3.30756073E+02   -7.13523763E+00   
                   3.00000000E+01    2.00000000E+01    1.42487265E-01    2.45457269E-01    0.00000000E+00    0.00000000E+00   -5.51082022E+00   -1.00000000E+03   -5.51082022E+00   
                   3.50000000E+01    2.00000000E+01    1.67174145E-01    2.87314361E-01   -1.38777878E-17    0.00000000E+00   -4.13808313E+00   -3.31725173E+02   -4.13808313E+00   
                   4.00000000E+01    2.00000000E+01    1.91855991E-01    3.28936685E-01    0.00000000E+00    0.00000000E+00   -2.95765611E+00   -1.00000000E+03   -2.95765611E+00   
                   4.50000000E+01    2.00000000E+01    2.16250732E-01    3.69860778E-01    6.93889390E-18    1.38777878E-17   -1.93376465E+00   -3.30756073E+02   -1.93376465E+00   
                   5.00000000E+01    2.00000000E+01    2.39995523E-01    4.09500921E-01    0.00000000E+00    0.00000000E+00   -1.04418057E+00   -1.00000000E+03   -1.04418057E+00   
                   5.50000000E+01    2.00000000E+01    2.62657564E-01    4.47166292E-01    6.93889390E-18    0.00000000E+00   -2.74915643E-01   -3.37745773E+02   -2.74915643E-01   
                   6.00000000E+01    2.00000000E+01    2.83751796E-01    4.82088599E-01   -6.93889390E-18   -1.38777878E-17    3.82818007E-01   -3.30756073E+02    3.82818007E-01   
                   6.50000000E+01    2.00000000E+01    3.02764947E-01    5.13459329E-01    0.00000000E+00    0.00000000E+00    9.34461149E-01   -1.00000000E+03    9.34461149E-01   
                   7.00000000E+01    2.00000000E+01    3.19184578E-01    5.40474538E-01    0.00000000E+00    1.38777878E-17    1.38329111E+00   -3.31725173E+02    1.38329111E+00   
                   7.50000000E+01    2.00000000E+01    3.32531059E-01    5.62383992E-01    0.00000000E+00    0.00000000E+00    1.73120227E+00   -1.00000000E+03    1.73120227E+00   
                   8.00000000E+01    2.00000000E+01    3.42389749E-01    5.78540506E-01    0.00000000E+00    0.00000000E+00    1.97922879E+00   -1.00000000E+03    1.97922879E+00   
                   8.50000000E+01    2.00000000E+01    3.48440346E-01    5.88444909E-01    1.73472348E-18    0.00000000E+00    2.12789256E+00   -3.49786973E+02    2.12789256E+00   
                   9.00000000E+01    2.00000000E+01    3.50480456E-01    5.91782090E-01    7.70371978E-34    1.54074396E-33    2.17742481E+00   -6.49847868E+02    2.17742481E+00   
                   9.50000000E+01    2.00000000E+01    3.48440844E-01    5.88444328E-01    0.00000000E+00   -3.46944695E-18    2.12788943E+00   -3.43766373E+02    2.12788943E+00   
                   1.00000000E+02    2.00000000E+01    3.42390721E-01    5.78539370E-01    3.46944695E-18    0.00000000E+00    1.97922255E+00   -3.43766373E+02    1.97922255E+00   
                   1.05000000E+02    2.00000000E+01    3.32532460E-01    5.62382350E-01    0.00000000E+00    0.00000000E+00    1.73119296E+00   -1.00000000E+03    1.73119296E+00   
                   1.10000000E+02    2.00000000E+01    3.19186343E-01    5.40472463E-01    0.00000000E+00    6.93889390E-18    1.38327880E+00   -3.37745773E+02    1.38327880E+00   
                   1.15000000E+02    2.00000000E+01    3.02766999E-01    5.13456905E-01   -6.93889390E-18    1.38777878E-17    9.34445918E-01   -3.30756073E+02    9.34445918E-01   
                   1.20000000E+02    2.00000000E+01    2.83754051E-01    4.82085923E-01    0.00000000E+00    0.00000000E+00    3.82799957E-01   -1.00000000E+03    3.82799957E-01   
                   1.25000000E+02    2.00000000E+01    2.62659932E-01    4.47163464E-01    0.00000000E+00   -1.38777878E-17   -2.74936387E-01   -3.31725173E+02   -2.74936387E-01   
                   1.30000000E+02    2.00000000E+01    2.39997919E-01    4.09498041E-01    0.00000000E+00    0.00000000E+00   -1.04420386E+00   -1.00000000E+03   -1.04420386E+00   
                   1.35000000E+02    2.00000000E+01    2.16253076E-01    3.69857940E-01    0.00000000E+00    0.00000000E+00   -1.93379033E+00   -1.00000000E+03   -1.93379033E+00   
                   1.40000000E+02    2.00000000E+01    1.91858214E-01    3.28933974E-01   -6.93889390E-18    0.00000000E+00   -2.95768399E+00   -3.37745773E+02   -2.95768399E+00   
                   1.45000000E+02    2.00000000E+01    1.67176188E-01    2.87311849E-01    0.00000000E+00    0.00000000E+00   -4.13811301E+00   -1.00000000E+03   -4.13811301E+00   
                   1.50000000E+02    2.00000000E+01    1.42489082E-01    2.45455018E-01    0.00000000E+00    0.00000000E+00   -5.51085187E+00   -1.00000000E+03   -5.51085187E+00   
                   1.55000000E+02    2.00000000E+01    1.17994112E-01    2.03697856E-01    0.00000000E+00   -6.93889390E-18   -7.13527082E+00   -3.37745773E+02   -7.13527082E+00   
                   1.60000000E+02    2.00000000E+01    9.38055991E-02    1.62248200E-01   -3.46944695E-18   -6.93889390E-18   -9.11554180E+00   -3.36776673E+02   -9.11554180E+00   
                   1.65000000E+02    2.00000000E+01    6.99620301E-02    1.21197808E-01    0.00000000E+00   -6.93889390E-18   -1.16526536E+01   -3.37745773E+02   -1.16526536E+01   
                   1.70000000E+02    2.00000000E+01    4.64371110E-02    8.05390505E-02    0.00000000E+00    0.00000000E+00   -1.52049607E+01   -1.00000000E+03   -1.52049607E+01   
                   1.75000000E+02    2.00000000E+01    2.31537466E-02    4.01862249E-02    1.73472348E-18    0.00000000E+00   -2.12451157E+01   -3.49786973E+02   -2.12451157E+01   
                   1.80000000E+02    2.00000000E+01    3.24614777E-17    5.63547588E-17    1.54074396E-33    3.08148791E-33   -3.18308578E+02   -6.43827268E+02   -3.18308578E+02   
                  -1.80000000E+02    2.50000000E+01   -3.24614777E-17   -5.63547588E-17    0.00000000E+00   -3.08148791E-33   -3.18308578E+02   -6.44796368E+02   -3.18308578E+02   
                  -1.75000000E+02    2.50000000E+01   -2.31537558E-02   -4.01862203E-02    0.00000000E+00    0.00000000E+00   -2.12451156E+01   -1.00000000E+03   -2.12451156E+01   
                  -1.70000000E+02    2.50000000E+01   -4.64371385E-02   -8.05390365E-02    0.00000000E+00    0.00000000E+00   -1.52049605E+01   -1.00000000E+03   -1.52049605E+01   
                  -1.65000000E+02    2.50000000E+01   -6.99620647E-02   -1.21197790E-01    0.00000000E+00    0.00000000E+00   -1.16526535E+01   -1.00000000E+03   -1.16526535E+01   
                  -1.60000000E+02    2.50000000E+01   -9.38056168E-02   -1.62248192E-01    0.00000000E+00   -1.38777878E-17   -9.11554174E+00   -3.31725173E+02   -9.11554174E+00   
                  -1.55000000E+02    2.50000000E+01   -1.17994095E-01   -2.03697866E-01    6.93889390E-18    0.00000000E+00   -7.13527080E+00   -3.37745773E+02   -7.13527080E+00   
                  -1.50000000E+02    2.50000000E+01   -1.42489036E-01   -2.45455046E-01    6.93889390E-18    0.00000000E+00   -5.51085185E+00   -3.37745773E+02   -5.51085185E+00   
                  -1.45000000E+02    2.50000000E+01   -1.67176139E-01   -2.87311880E-01    0.00000000E+00    0.00000000E+00   -4.13811296E+00   -1.00000000E+03   -4.13811296E+00   
                  -1.40000000E+02    2.50000000E+01   -1.91858190E-01   -3.28933991E-01    0.00000000E+00    0.00000000E+00   -2.95768392E+00   -1.00000000E+03   -2.95768392E+00   
                  -1.35000000E+02    2.50000000E+01   -2.16253088E-01   -3.69857936E-01    2.08166817E-17    2.77555756E-17   -1.93379027E+00   -3.23766373E+02   -1.93379027E+00   
                  -1.30000000E+02    2.50000000E+01   -2.39997944E-01   -4.09498028E-01    0.00000000E+00    0.00000000E+00   -1.04420384E+00   -1.00000000E+03   -1.04420384E+00   
                  -1.25000000E+02    2.50000000E+01   -2.62659924E-01   -4.47163467E-01   -6.93889390E-18    0.00000000E+00   -2.74936417E-01   -3.37745773E+02   -2.74936417E-01   
                  -1.20000000E+02    2.50000000E+01   -2.83753968E-01   -4.82085968E-01    0.00000000E+00    1.38777878E-17    3.82799903E-01   -3.31725173E+02    3.82799903E-01   
                  -1.15000000E+02    2.50000000E+01   -3.02766823E-01   -5.13457006E-01    0.00000000E+00    0.00000000E+00    9.34445884E-01   -1.00000000E+03    9.34445884E-01   
                  -1.10000000E+02    2.50000000E+01   -3.19186087E-01   -5.40472616E-01   -6.93889390E-18   -1.38777878E-17    1.38327883E+00   -3.30756073E+02    1.38327883E+00   
                  -1.05000000E+02    2.50000000E+01   -3.32532161E-01   -5.62382538E-01   -6.93889390E-18   -6.93889390E-18    1.73119308E+00   -3.34735473E+02    1.73119308E+00   
                  -1.00000000E+02    2.50000000E+01   -3.42390414E-01   -5.78539570E-01    3.46944695E-18    0.00000000E+00    1.97922275E+00   -3.43766373E+02    1.97922275E+00   
                  -9.50000000E+01    2.50000000E+01   -3.48440547E-01   -5.88444528E-01    0.00000000E+00    3.46944695E-18    2.12788969E+00   -3.43766373E+02    2.12788969E+00   
                  -9.00000000E+01    2.50000000E+01   -3.50480165E-01   -5.91782289E-01    0.00000000E+00    0.00000000E+00    2.17742510E+00   -1.00000000E+03    2.17742510E+00   
                  -8.50000000E+01    2.50000000E+01   -3.48440049E-01   -5.88445110E-01    0.00000000E+00    3.46944695E-18    2.12789282E+00   -3.43766373E+02    2.12789282E+00   
                  -8.00000000E+01    2.50000000E+01   -3.42389441E-01   -5.78540706E-01    0.00000000E+00    0.00000000E+00    1.97922899E+00   -1.00000000E+03    1.97922899E+00   
                  -7.50000000E+01    2.50000000E+01   -3.32530760E-01   -5.62384179E-01    0.00000000E+00    6.93889390E-18    1.73120238E+00   -3.37745773E+02    1.73120238E+00   
                  -7.00000000E+01    2.50000000E+01   -3.19184322E-01   -5.40474692E-01    6.93889390E-18    1.38777878E-17    1.38329114E+00   -3.30756073E+02    1.38329114E+00   
                  -6.50000000E+01    2.50000000E+01   -3.02764770E-01   -5.13459430E-01    0.00000000E+00    0.00000000E+00    9.34461115E-01   -1.00000000E+03    9.34461115E-01   
                  -6.00000000E+01    2.50000000E+01   -2.83751713E-01   -4.82088644E-01    0.00000000E+00    0.00000000E+00    3.82817953E-01   -1.00000000E+03    3.82817953E-01   
                  -5.50000000E+01    2.50000000E+01   -2.62657556E-01   -4.47166294E-01    6.93889390E-18   -1.38777878E-17   -2.74915672E-01   -3.30756073E+02   -2.74915672E-01   
                  -5.00000000E+01    2.50000000E+01   -2.39995548E-01   -4.09500907E-01    6.93889390E-18   -1.38777878E-17   -1.04418055E+00   -3.30756073E+02   -1.04418055E+00   
                  -4.50000000E+01    2.50000000E+01   -2.16250744E-01   -3.69860774E-01    0.00000000E+00   -1.38777878E-17   -1.93376459E+00   -3.31725173E+02   -1.93376459E+00   
                  -4.00000000E+01    2.50000000E+01   -1.91855968E-01   -3.28936702E-01   -6.93889390E-18    0.00000000E+00   -2.95765604E+00   -3.37745773E+02   -2.95765604E+00   
                  -3.50000000E+01    2.50000000E+01   -1.67174095E-01   -2.87314392E-01    0.00000000E+00    1.38777878E-17   -4.13808308E+00   -3.31725173E+02   -4.13808308E+00   
                  -3.00000000E+01    2.50000000E+01   -1.42487219E-01   -2.45457297E-01   -6.93889390E-18    0.00000000E+00   -5.51082020E+00   -3.37745773E+02   -5.51082020E+00   
                  -2.50000000E+01    2.50000000E+01   -1.17992540E-01   -2.03699806E-01    6.93889390E-18    1.38777878E-17   -7.13523761E+00   -3.30756073E+02   -7.13523761E+00   
                  -2.00000000E+01    2.50000000E+01   -9.38043489E-02   -1.62249784E-01   -6.93889390E-18    0.00000000E+00   -9.11550728E+00   -3.37745773E+02   -9.11550728E+00   
                  -1.50000000E+01    2.50000000E+01   -6.99611016E-02   -1.21199006E-01    0.00000000E+00    0.00000000E+00   -1.16526180E+01   -1.00000000E+03   -1.16526180E+01   
                  -1.00000000E+01    2.50000000E+01   -4.64364912E-02   -8.05398570E-02    3.46944695E-18    0.00000000E+00   -1.52049243E+01   -3.43766373E+02   -1.52049243E+01   
                  -5.00000000E+00    2.50000000E+01   -2.31534308E-02   -4.01866334E-02    0.00000000E+00    0.00000000E+00   -2.12450789E+01   -1.00000000E+03   -2.12450789E+01   
                   0.00000000E+00    2.50000000E+01    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00   -1.00000000E+03   -1.00000000E+03   -1.00000000E+03   
                   5.00000000E+00    2.50000000E+01    2.31534213E-02    4.01866380E-02    0.00000000E+00    0.00000000E+00   -2.12450791E+01   -1.00000000E+03   -2.12450791E+01   
                   1.00000000E+01    2.50000000E+01    4.64364632E-02    8.05398706E-02    0.00000000E+00   -6.93889390E-18   -1.52049245E+01   -3.37745773E+02   -1.52049245E+01   
                   1.50000000E+01    2.50000000E+01    6.99610666E-02    1.21199023E-01    0.00000000E+00   -6.93889390E-18   -1.16526182E+01   -3.37745773E+02   -1.16526182E+01   
                   2.00000000E+01    2.50000000E+01    9.38043320E-02    1.62249791E-01    0.00000000E+00    0.00000000E+00   -9.11550738E+00   -1.00000000E+03   -9.11550738E+00   
                   2.50000000E+01    2.50000000E+01    1.17992560E-01    2.03699795E-01    0.00000000E+00    1.38777878E-17   -7.13523760E+00   -3.31725173E+02   -7.13523760E+00   
                   3.00000000E+01    2.50000000E+01    1.42487270E-01    2.45457271E-01    0.00000000E+00    0.00000000E+00   -5.51082010E+00   -1.00000000E+03   -5.51082010E+00   
                   3.50000000E+01    2.50000000E+01    1.67174149E-01    2.87314366E-01   -6.93889390E-18    0.00000000E+00   -4.13808297E+00   -3.37745773E+02   -4.13808297E+00   
                   4.00000000E+01    2.50000000E+01    1.91855993E-01    3.28936692E-01    0.00000000E+00    0.00000000E+00   -2.95765596E+00   -1.00000000E+03   -2.95765596E+00   
                   4.50000000E+01    2.50000000E+01    2.16250731E-01    3.69860783E-01   -6.93889390E-18    0.00000000E+00   -1.93376457E+00   -3.37745773E+02   -1.93376457E+00   
                   5.00000000E+01    2.50000000E+01    2.39995520E-01    4.09500922E-01    0.00000000E+00    1.38777878E-17   -1.04418058E+00   -3.31725173E+02   -1.04418058E+00   
                   5.50000000E+01    2.50000000E+01    2.62657561E-01    4.47166288E-01    0.00000000E+00    0.00000000E+00   -2.74915722E-01   -1.00000000E+03   -2.74915722E-01   
                   6.00000000E+01    2.50000000E+01    2.83751797E-01    4.82088592E-01   -6.93889390E-18    0.00000000E+00    3.82817913E-01   -3.37745773E+02    3.82817913E-01   
                   6.50000000E+01    2.50000000E+01    3.02764952E-01    5.13459321E-01    0.00000000E+00    0.00000000E+00    9.34461097E-01   -1.00000000E+03    9.34461097E-01   
                   7.00000000E+01    2.50000000E+01    3.19184588E-01    5.40474535E-01    0.00000000E+00    0.00000000E+00    1.38329114E+00   -1.00000000E+03    1.38329114E+00   
                   7.50000000E+01    2.50000000E+01    3.32531073E-01    5.62383995E-01    0.00000000E+00   -6.93889390E-18    1.73120239E+00   -3.37745773E+02    1.73120239E+00   
                   8.00000000E+01    2.50000000E+01    3.42389764E-01    5.78540516E-01    0.00000000E+00    6.93889390E-18    1.97922900E+00   -3.37745773E+02    1.97922900E+00   
                   8.50000000E+01    2.50000000E+01    3.48440361E-01    5.88444924E-01    0.00000000E+00    0.00000000E+00    2.12789282E+00   -1.00000000E+03    2.12789282E+00   
                   9.00000000E+01    2.50000000E+01    3.50480471E-01    5.91782107E-01    0.00000000E+00   -3.08148791E-33    2.17742509E+00   -6.44796368E+02    2.17742509E+00   
                   9.50000000E+01    2.50000000E+01    3.48440859E-01    5.88444343E-01    0.00000000E+00   -3.46944695E-18    2.12788969E+00   -3.43766373E+02    2.12788969E+00   
                   1.00000000E+02    2.50000000E+01    3.42390736E-01    5.78539379E-01    0.00000000E+00    0.00000000E+00    1.97922276E+00   -1.00000000E+03    1.97922276E+00   
                   1.05000000E+02    2.50000000E+01    3.32532474E-01    5.62382353E-01    0.00000000E+00    0.00000000E+00    1.73119309E+00   -1.00000000E+03    1.73119309E+00   
                   1.10000000E+02    2.50000000E+01    3.19186353E-01    5.40472459E-01    6.93889390E-18    1.38777878E-17    1.38327883E+00   -3.30756073E+02    1.38327883E+00   
                   1.15000000E+02    2.50000000E+01    3.02767005E-01    5.13456897E-01    0.00000000E+00    0.00000000E+00    9.34445866E-01   -1.00000000E+03    9.34445866E-01   
                   1.20000000E+02    2.50000000E+01    2.83754051E-01    4.82085916E-01   -6.93889390E-18   -1.38777878E-17    3.82799863E-01   -3.30756073E+02    3.82799863E-01   
