##File Type: Far field
##File Format: 5
##Source: dipole
##Date: 2019-03-18 11:10:03
** File exported by POSTFEKO version 2018-319328 (x64)

#Configuration Name: StandardConfiguration1
#Request Name: FarField1
#Frequency: 8.66000000E+08
#Coordinate System: Spherical
#No. of Theta Samples: 73
#No. of Phi Samples: 37
#Result Type: Gain
#No. of Header Lines: 1
                 "Theta"           "Phi"             "Re(Etheta)"      "Im(Etheta)"      "Re(Ephi)"        "Im(Ephi)"        "Gain(Theta)"     "Gain(Phi)"       "Gain(Total)"     
                  -5.50000000E+01    2.50000000E+01    8.22734952E-02    1.39323490E-01    3.07606918E-01    5.20907364E-01   -1.03918874E+01    1.06283565E+00    1.36290535E+00   
                  -5.00000000E+01    2.50000000E+01    9.25749643E-02    1.56710043E-01    3.08854198E-01    5.22825527E-01   -9.36960431E+00    1.09559480E+00    1.46923076E+00   
                  -4.50000000E+01    2.50000000E+01    1.02263613E-01    1.73044955E-01    3.10144143E-01    5.24809141E-01   -8.50750569E+00    1.12934331E+00    1.57756767E+00   
                  -4.00000000E+01    2.50000000E+01    1.11249408E-01    1.88178842E-01    3.11437708E-01    5.26798193E-01   -7.77841570E+00    1.16305401E+00    1.68460734E+00   
                  -3.50000000E+01    2.50000000E+01    1.19442414E-01    2.01963387E-01    3.12695408E-01    5.28731979E-01   -7.16355477E+00    1.19570388E+00    1.78719507E+00   
                  -3.00000000E+01    2.50000000E+01    1.26754917E-01    2.14254679E-01    3.13878549E-01    5.30550997E-01   -6.64963119E+00    1.22630522E+00    1.88240903E+00   
                  -2.50000000E+01    2.50000000E+01    1.33103823E-01    2.24916956E-01    3.14950476E-01    5.32198858E-01   -6.22709944E+00    1.25393537E+00    1.96762257E+00   
                  -2.00000000E+01    2.50000000E+01    1.38413169E-01    2.33826564E-01    3.15877759E-01    5.33624158E-01   -5.88906855E+00    1.27776417E+00    2.04055169E+00   
                  -1.50000000E+01    2.50000000E+01    1.42616632E-01    2.40875859E-01    3.16631305E-01    5.34782209E-01   -5.63059550E+00    1.29707798E+00    2.09928991E+00   
                  -1.00000000E+01    2.50000000E+01    1.45659849E-01    2.45976837E-01    3.17187343E-01    5.35636553E-01   -5.44821987E+00    1.31129999E+00    2.14233303E+00   
                  -5.00000000E+00    2.50000000E+01    1.47502417E-01    2.49064226E-01    3.17528245E-01    5.36160208E-01   -5.33965824E+00    1.32000628E+00    2.16859591E+00   
                   0.00000000E+00    2.50000000E+01    1.48119439E-01    2.50097860E-01    3.17643162E-01    5.36336592E-01   -5.30361152E+00    1.32293752E+00    2.17742329E+00   
                   5.00000000E+00    2.50000000E+01    1.47502501E-01    2.49064173E-01    3.17528427E-01    5.36160094E-01   -5.33965832E+00    1.32000620E+00    2.16859583E+00   
                   1.00000000E+01    2.50000000E+01    1.45660010E-01    2.45976712E-01    3.17187692E-01    5.35636280E-01   -5.44822067E+00    1.31129920E+00    2.14233224E+00   
                   1.50000000E+01    2.50000000E+01    1.42616858E-01    2.40875635E-01    3.16631805E-01    5.34781712E-01   -5.63059791E+00    1.29707557E+00    2.09928750E+00   
                   2.00000000E+01    2.50000000E+01    1.38413452E-01    2.33826225E-01    3.15878405E-01    5.33623387E-01   -5.88907324E+00    1.27775948E+00    2.04054700E+00   
                   2.50000000E+01    2.50000000E+01    1.33104164E-01    2.24916508E-01    3.14951284E-01    5.32197798E-01   -6.22710647E+00    1.25392834E+00    1.96761554E+00   
                   3.00000000E+01    2.50000000E+01    1.26755322E-01    2.14254146E-01    3.13879552E-01    5.30549676E-01   -6.64964001E+00    1.22629640E+00    1.88240021E+00   
                   3.50000000E+01    2.50000000E+01    1.19442881E-01    2.01962804E-01    3.12696632E-01    5.28730452E-01   -7.16356454E+00    1.19569412E+00    1.78718530E+00   
                   4.00000000E+01    2.50000000E+01    1.11249925E-01    1.88178242E-01    3.11439154E-01    5.26796515E-01   -7.77842576E+00    1.16304395E+00    1.68459728E+00   
                   4.50000000E+01    2.50000000E+01    1.02264150E-01    1.73044364E-01    3.10145772E-01    5.24807350E-01   -8.50751586E+00    1.12933314E+00    1.57755750E+00   
                   5.00000000E+01    2.50000000E+01    9.25754867E-02    1.56709477E-01    3.08855941E-01    5.22823639E-01   -9.36961488E+00    1.09558423E+00    1.46922019E+00   
                   5.50000000E+01    2.50000000E+01    8.22739725E-02    1.39322961E-01    3.07608703E-01    5.20905384E-01   -1.03918988E+01    1.06282420E+00    1.36289390E+00   
                   6.00000000E+01    2.50000000E+01    7.14480110E-02    1.21032513E-01    3.06441508E-01    5.19110124E-01   -1.16150959E+01    1.03205310E+00    1.26194523E+00   
                   6.50000000E+01    2.50000000E+01    6.01830750E-02    1.01982077E-01    3.05389124E-01    5.17491291E-01   -1.31033707E+01    1.00421316E+00    1.16968573E+00   
                   7.00000000E+01    2.50000000E+01    4.85609066E-02    8.23105199E-02    3.04482652E-01    5.16096736E-01   -1.49653559E+01    9.80159454E-01    1.08924497E+00   
                   7.50000000E+01    2.50000000E+01    3.66592176E-02    6.21510619E-02    3.03748690E-01    5.14967445E-01   -1.74059915E+01    9.60632909E-01    1.02343556E+00   
                   8.00000000E+01    2.50000000E+01    2.45518580E-02    4.16314157E-02    3.03208649E-01    5.14136458E-01   -2.08869078E+01    9.46236616E-01    9.74619071E-01   
                   8.50000000E+01    2.50000000E+01    1.23093918E-02    2.08745563E-02    3.02878217E-01    5.13628006E-01   -2.68832126E+01    9.37416271E-01    9.44583694E-01   
                   9.00000000E+01    2.50000000E+01    8.64493847E-18    1.46607903E-17    3.02766976E-01    5.13456882E-01   -3.29952486E+02    9.34445453E-01    9.34445453E-01   
                   9.50000000E+01    2.50000000E+01   -1.23093896E-02   -2.08745581E-02    3.02878163E-01    5.13628050E-01   -2.68832125E+01    9.37416422E-01    9.44583844E-01   
                   1.00000000E+02    2.50000000E+01   -2.45518524E-02   -4.16314211E-02    3.03208580E-01    5.14136525E-01   -2.08869075E+01    9.46236946E-01    9.74619402E-01   
                   1.05000000E+02    2.50000000E+01   -3.66592136E-02   -6.21510689E-02    3.03748656E-01    5.14967503E-01   -1.74059910E+01    9.60633383E-01    1.02343603E+00   
                   1.10000000E+02    2.50000000E+01   -4.85609109E-02   -8.23105229E-02    3.04482679E-01    5.16096754E-01   -1.49653555E+01    9.80159885E-01    1.08924540E+00   
                   1.15000000E+02    2.50000000E+01   -6.01830885E-02   -1.01982070E-01    3.05389193E-01    5.17491258E-01   -1.31033706E+01    1.00421325E+00    1.16968582E+00   
                   1.20000000E+02    2.50000000E+01   -7.14480239E-02   -1.21032497E-01    3.06441563E-01    5.19110054E-01   -1.16150963E+01    1.03205263E+00    1.26194476E+00   
                   1.25000000E+02    2.50000000E+01   -8.22739694E-02   -1.39322942E-01    3.07608691E-01    5.20905313E-01   -1.03918998E+01    1.06282324E+00    1.36289294E+00   
                   1.30000000E+02    2.50000000E+01   -9.25754595E-02   -1.56709467E-01    3.08855850E-01    5.22823608E-01   -9.36961592E+00    1.09558318E+00    1.46921915E+00   
                   1.35000000E+02    2.50000000E+01   -1.02264109E-01   -1.73044373E-01    3.10145646E-01    5.24807378E-01   -8.50751643E+00    1.12933257E+00    1.57755693E+00   
                   1.40000000E+02    2.50000000E+01   -1.11249896E-01   -1.88178268E-01    3.11439073E-01    5.26796586E-01   -7.77842547E+00    1.16304424E+00    1.68459758E+00   
                   1.45000000E+02    2.50000000E+01   -1.19442893E-01   -2.01962830E-01    3.12696663E-01    5.28730520E-01   -7.16356348E+00    1.19569517E+00    1.78718636E+00   
                   1.50000000E+02    2.50000000E+01   -1.26755384E-01   -2.14254150E-01    3.13879705E-01    5.30549687E-01   -6.64963878E+00    1.22629762E+00    1.88240143E+00   
                   1.55000000E+02    2.50000000E+01   -1.33104252E-01   -2.24916477E-01    3.14951493E-01    5.32197724E-01   -6.22710587E+00    1.25392894E+00    1.96761613E+00   
                   1.60000000E+02    2.50000000E+01   -1.38413518E-01   -2.33826166E-01    3.15878555E-01    5.33623251E-01   -5.88907380E+00    1.27775891E+00    2.04054644E+00   
                   1.65000000E+02    2.50000000E+01   -1.42616852E-01   -2.40875578E-01    3.16631794E-01    5.34781584E-01   -5.63059955E+00    1.29707393E+00    2.09928587E+00   
                   1.70000000E+02    2.50000000E+01   -1.45659913E-01   -2.45976693E-01    3.17187483E-01    5.35636238E-01   -5.44822266E+00    1.31129720E+00    2.14233024E+00   
                   1.75000000E+02    2.50000000E+01   -1.47502338E-01   -2.49064217E-01    3.17528074E-01    5.36160188E-01   -5.33965971E+00    1.32000481E+00    2.16859445E+00   
                   1.80000000E+02    2.50000000E+01   -1.48119264E-01   -2.50097960E-01    3.17642788E-01    5.36336807E-01   -5.30361161E+00    1.32293744E+00    2.17742321E+00   
                  -1.80000000E+02    3.00000000E+01   -1.75240019E-01   -2.95891095E-01    3.03524616E-01    5.12498410E-01   -3.84317671E+00    9.28035839E-01    2.17742321E+00   
                  -1.75000000E+02    3.00000000E+01   -1.74484850E-01   -2.94629471E-01    3.03371043E-01    5.12262527E-01   -3.88039401E+00    9.23934014E-01    2.16506615E+00   
                  -1.70000000E+02    3.00000000E+01   -1.72231337E-01   -2.90863526E-01    3.02915391E-01    5.11562184E-01   -3.99243690E+00    9.11746468E-01    2.12827086E+00   
                  -1.65000000E+02    3.00000000E+01   -1.68514721E-01   -2.84649752E-01    3.02172330E-01    5.10419972E-01   -4.18050368E+00    8.91833305E-01    2.06787425E+00   
                  -1.60000000E+02    3.00000000E+01   -1.63391985E-01   -2.76079573E-01    3.01165735E-01    5.08872622E-01   -4.44671190E+00    8.64784321E-01    1.98527053E+00   
                  -1.55000000E+02    3.00000000E+01   -1.56939343E-01   -2.65275430E-01    2.99927817E-01    5.06969629E-01   -4.79429537E+00    8.31402946E-01    1.88240835E+00   
                  -1.50000000E+02    3.00000000E+01   -1.49248975E-01   -2.52385724E-01    2.98497950E-01    5.04771447E-01   -5.22791592E+00    7.92683994E-01    1.76178412E+00   
                  -1.45000000E+02    3.00000000E+01   -1.40425242E-01   -2.37578964E-01    2.96921257E-01    5.02347324E-01   -5.75413648E+00    7.49785677E-01    1.62642889E+00   
                  -1.40000000E+02    3.00000000E+01   -1.30580660E-01   -2.21037544E-01    2.95247019E-01    4.99772905E-01   -6.38213670E+00    7.03996511E-01    1.47988474E+00   
                  -1.35000000E+02    3.00000000E+01   -1.19831894E-01   -2.02951533E-01    2.93526995E-01    4.97127698E-01   -7.12481460E+00    6.56697899E-01    1.32616580E+00   
                  -1.30000000E+02    3.00000000E+01   -1.08296046E-01   -1.83512895E-01    2.91813737E-01    4.94492509E-01   -8.00053929E+00    6.09323324E-01    1.16969750E+00   
                  -1.25000000E+02    3.00000000E+01   -9.60874467E-02   -1.62910446E-01    2.90158955E-01    4.91946935E-01   -9.03607126E+00    5.63315259E-01    1.01522752E+00   
                  -1.20000000E+02    3.00000000E+01   -8.33151091E-02   -1.41325821E-01    2.88612004E-01    4.89567005E-01   -1.02717314E+01    5.20081042E-01    8.67702105E-01   
                  -1.15000000E+02    3.00000000E+01   -7.00809623E-02   -1.18930617E-01    2.87218510E-01    4.87423025E-01   -1.17712983E+01    4.80949090E-01    7.32103798E-01   
                  -1.10000000E+02    3.00000000E+01   -5.64788954E-02   -9.58848036E-02    2.86019167E-01    4.85577691E-01   -1.36430520E+01    4.47126888E-01    6.13251402E-01   
                  -1.05000000E+02    3.00000000E+01   -4.25946124E-02   -7.23363782E-02    2.85048702E-01    4.84084478E-01   -1.60916258E+01    4.19662176E-01    5.15569402E-01   
                  -1.00000000E+02    3.00000000E+01   -2.85062414E-02   -4.84221920E-02    2.84335023E-01    4.82986334E-01   -1.95783992E+01    3.99408712E-01    4.42842730E-01   
                  -9.50000000E+01    3.00000000E+01   -1.42856017E-02   -2.42697807E-02    2.83898538E-01    4.82314669E-01   -2.55782945E+01    3.86997903E-01    3.97980520E-01   
                  -9.00000000E+01    3.00000000E+01    1.00313335E-17    1.70430421E-17    2.83751680E-01    4.82088628E-01   -3.28648778E+02    3.82817476E-01    3.82817476E-01   
                  -8.50000000E+01    3.00000000E+01    1.42856051E-02    2.42697797E-02    2.83898606E-01    4.82314650E-01   -2.55782942E+01    3.86998180E-01    3.97980797E-01   
                  -8.00000000E+01    3.00000000E+01    2.85062512E-02    4.84221902E-02    2.84335120E-01    4.82986316E-01   -1.95783987E+01    3.99409238E-01    4.42843255E-01   
                  -7.50000000E+01    3.00000000E+01    4.25946233E-02    7.23363792E-02    2.85048775E-01    4.84084484E-01   -1.60916251E+01    4.19662829E-01    5.15570055E-01   
                  -7.00000000E+01    3.00000000E+01    5.64788969E-02    9.58848105E-02    2.86019174E-01    4.85577726E-01   -1.36430514E+01    4.47127412E-01    6.13251926E-01   
                  -6.50000000E+01    3.00000000E+01    7.00809476E-02    1.18930627E-01    2.87218450E-01    4.87423067E-01   -1.17712982E+01    4.80949171E-01    7.32103878E-01   
                  -6.00000000E+01    3.00000000E+01    8.33150832E-02    1.41325824E-01    2.88611914E-01    4.89567016E-01   -1.02717320E+01    5.20080496E-01    8.67701559E-01   
                  -5.50000000E+01    3.00000000E+01    9.60874259E-02    1.62910432E-01    2.90158893E-01    4.91946893E-01   -9.03607230E+00    5.63314219E-01    1.01522648E+00   
                  -5.00000000E+01    3.00000000E+01    1.08296049E-01    1.83512863E-01    2.91813744E-01    4.94492424E-01   -8.00054036E+00    6.09322256E-01    1.16969643E+00   
                  -4.50000000E+01    3.00000000E+01    1.19831924E-01    2.02951499E-01    2.93527069E-01    4.97127615E-01   -7.12481512E+00    6.56697386E-01    1.32616528E+00   
                  -4.00000000E+01    3.00000000E+01    1.30580702E-01    2.21037533E-01    2.95247112E-01    4.99772880E-01   -6.38213631E+00    7.03996906E-01    1.47988514E+00   
                  -3.50000000E+01    3.00000000E+01    1.40425264E-01    2.37578995E-01    2.96921302E-01    5.02347387E-01   -5.75413533E+00    7.49786833E-01    1.62643005E+00   
                  -3.00000000E+01    3.00000000E+01    1.49248949E-01    2.52385789E-01    2.98497899E-01    5.04771578E-01   -5.22791463E+00    7.92685282E-01    1.76178541E+00   
                  -2.50000000E+01    3.00000000E+01    1.56939271E-01    2.65275499E-01    2.99927679E-01    5.06969761E-01   -4.79429474E+00    8.31403576E-01    1.88240898E+00   
                  -2.00000000E+01    3.00000000E+01    1.63391900E-01    2.76079601E-01    3.01165580E-01    5.08872673E-01   -4.44671241E+00    8.64783804E-01    1.98527002E+00   
                  -1.50000000E+01    3.00000000E+01    1.68514680E-01    2.84649708E-01    3.02172258E-01    5.10419893E-01   -4.18050521E+00    8.91831771E-01    2.06787271E+00   
                  -1.00000000E+01    3.00000000E+01    1.72231387E-01    2.90863413E-01    3.02915479E-01    5.11561986E-01   -3.99243873E+00    9.11744639E-01    2.12826903E+00   
                  -5.00000000E+00    3.00000000E+01    1.74484998E-01    2.94629329E-01    3.03371301E-01    5.12262280E-01   -3.88039520E+00    9.23932826E-01    2.16506497E+00   
                   0.00000000E+00    3.00000000E+01    1.75240226E-01    2.95890977E-01    3.03524974E-01    5.12498205E-01   -3.84317662E+00    9.28035923E-01    2.17742329E+00   
                   5.00000000E+00    3.00000000E+01    1.74485118E-01    2.94629241E-01    3.03371510E-01    5.12262127E-01   -3.88039558E+00    9.23932448E-01    2.16506459E+00   
                   1.00000000E+01    3.00000000E+01    1.72231616E-01    2.90863216E-01    3.02915882E-01    5.11561639E-01   -3.99244010E+00    9.11743270E-01    2.12826766E+00   
                   1.50000000E+01    3.00000000E+01    1.68515004E-01    2.84649373E-01    3.02172839E-01    5.10419293E-01   -4.18050845E+00    8.91828539E-01    2.06786948E+00   
                   2.00000000E+01    3.00000000E+01    1.63392309E-01    2.76079113E-01    3.01166333E-01    5.08871774E-01   -4.44671814E+00    8.64778078E-01    1.98526429E+00   
                   2.50000000E+01    3.00000000E+01    1.56939761E-01    2.65274868E-01    2.99928615E-01    5.06968556E-01   -4.79430300E+00    8.31395317E-01    1.88240072E+00   
                   3.00000000E+01    3.00000000E+01    1.49249521E-01    2.52385050E-01    2.98499042E-01    5.04770099E-01   -5.22792486E+00    7.92675049E-01    1.76177518E+00   
                   3.50000000E+01    3.00000000E+01    1.40425912E-01    2.37578191E-01    2.96922673E-01    5.02345689E-01   -5.75414670E+00    7.49775457E-01    1.62641867E+00   
                   4.00000000E+01    3.00000000E+01    1.30581408E-01    2.21036709E-01    2.95248709E-01    4.99771017E-01   -6.38214817E+00    7.03985045E-01    1.47987328E+00   
                   4.50000000E+01    3.00000000E+01    1.19832653E-01    2.02950686E-01    2.93528853E-01    4.97125623E-01   -7.12482728E+00    6.56685226E-01    1.32615312E+00   
                   5.00000000E+01    3.00000000E+01    1.08296757E-01    1.83512082E-01    2.91815652E-01    4.94490320E-01   -8.00055309E+00    6.09309517E-01    1.16968369E+00   
                   5.50000000E+01    3.00000000E+01    9.60880768E-02    1.62909700E-01    2.90160858E-01    4.91944681E-01   -9.03608609E+00    5.63300435E-01    1.01521270E+00   
                   6.00000000E+01    3.00000000E+01    8.33156547E-02    1.41325155E-01    2.88613894E-01    4.89564699E-01   -1.02717471E+01    5.20065353E-01    8.67686415E-01   
                   6.50000000E+01    3.00000000E+01    7.00814339E-02    1.18930037E-01    2.87220442E-01    4.87420648E-01   -1.17713147E+01    4.80932703E-01    7.32087411E-01   
                   7.00000000E+01    3.00000000E+01    5.64792995E-02    9.58843138E-02    2.86021213E-01    4.85575211E-01   -1.36430689E+01    4.47109960E-01    6.13234474E-01   
                   7.50000000E+01    3.00000000E+01    4.25949415E-02    7.23359900E-02    2.85050904E-01    4.84081880E-01   -1.60916431E+01    4.19644836E-01    5.15552062E-01   
                   8.00000000E+01    3.00000000E+01    2.85064760E-02    4.84219214E-02    2.84337362E-01    4.82983635E-01   -1.95784169E+01    3.99391060E-01    4.42825078E-01   
                   8.50000000E+01    3.00000000E+01    1.42857227E-02    2.42696422E-02    2.83900942E-01    4.82311918E-01   -2.55783124E+01    3.86980026E-01    3.97962643E-01   
                   9.00000000E+01    3.00000000E+01    1.00314175E-17    1.70429450E-17    2.83754056E-01    4.82085884E-01   -3.28648796E+02    3.82799472E-01    3.82799472E-01   
                   9.50000000E+01    3.00000000E+01   -1.42857199E-02   -2.42696444E-02    2.83900887E-01    4.82311961E-01   -2.55783122E+01    3.86980176E-01    3.97962793E-01   
                   1.00000000E+02    3.00000000E+01   -2.85064687E-02   -4.84219282E-02    2.84337290E-01    4.82983703E-01   -1.95784166E+01    3.99391396E-01    4.42825414E-01   
                   1.05000000E+02    3.00000000E+01   -4.25949359E-02   -7.23359988E-02    2.85050866E-01    4.84081939E-01   -1.60916426E+01    4.19645330E-01    5.15552556E-01   
                   1.10000000E+02    3.00000000E+01   -5.64793044E-02   -9.58843180E-02    2.86021238E-01    4.85575232E-01   -1.36430684E+01    4.47110429E-01    6.13234943E-01   
                   1.15000000E+02    3.00000000E+01   -7.00814509E-02   -1.18930030E-01    2.87220512E-01    4.87420618E-01   -1.17713145E+01    4.80932850E-01    7.32087557E-01   
                   1.20000000E+02    3.00000000E+01   -8.33156729E-02   -1.41325136E-01    2.88613957E-01    4.89564631E-01   -1.02717475E+01    5.20064947E-01    8.67686010E-01   
                   1.25000000E+02    3.00000000E+01   -9.60880780E-02   -1.62909676E-01    2.90160862E-01    4.91944610E-01   -9.03608699E+00    5.63299529E-01    1.01521179E+00   
                   1.30000000E+02    3.00000000E+01   -1.08296730E-01   -1.83512069E-01    2.91815580E-01    4.94490284E-01   -8.00055410E+00    6.09308507E-01    1.16968268E+00   
                   1.35000000E+02    3.00000000E+01   -1.19832608E-01   -2.02950695E-01    2.93528744E-01    4.97125645E-01   -7.12482783E+00    6.56684675E-01    1.32615257E+00   
                   1.40000000E+02    3.00000000E+01   -1.30581375E-01   -2.21036738E-01    2.95248634E-01    4.99771084E-01   -6.38214788E+00    7.03985338E-01    1.47987357E+00   
                   1.45000000E+02    3.00000000E+01   -1.40425923E-01   -2.37578224E-01    2.96922697E-01    5.02345758E-01   -5.75414565E+00    7.49776511E-01    1.62641972E+00   
                   1.50000000E+02    3.00000000E+01   -1.49249587E-01   -2.52385059E-01    2.98499175E-01    5.04770118E-01   -5.22792362E+00    7.92676288E-01    1.76177642E+00   
                   1.55000000E+02    3.00000000E+01   -1.56939856E-01   -2.65274839E-01    2.99928797E-01    5.06968499E-01   -4.79430235E+00    8.31395963E-01    1.88240137E+00   
                   1.60000000E+02    3.00000000E+01   -1.63392379E-01   -2.76079052E-01    3.01166461E-01    5.08871661E-01   -4.44671861E+00    8.64777604E-01    1.98526382E+00   
                   1.65000000E+02    3.00000000E+01   -1.68514993E-01   -2.84649313E-01    3.02172818E-01    5.10419184E-01   -4.18050997E+00    8.91827017E-01    2.06786796E+00   
                   1.70000000E+02    3.00000000E+01   -1.72231500E-01   -2.90863199E-01    3.02915678E-01    5.11561609E-01   -3.99244199E+00    9.11741379E-01    2.12826577E+00   
                   1.75000000E+02    3.00000000E+01   -1.74484924E-01   -2.94629295E-01    3.03371172E-01    5.12262221E-01   -3.88039690E+00    9.23931125E-01    2.16506326E+00   
                   1.80000000E+02    3.00000000E+01   -1.75240019E-01   -2.95891095E-01    3.03524616E-01    5.12498410E-01   -3.84317671E+00    9.28035839E-01    2.17742321E+00   
                  -1.80000000E+02    3.50000000E+01   -2.01027091E-01   -3.39432320E-01    2.87096440E-01    4.84759591E-01   -2.65075077E+00    4.44713594E-01    2.17742321E+00   
                  -1.75000000E+02    3.50000000E+01   -2.00128779E-01   -3.37935858E-01    2.86905279E-01    4.84465962E-01   -2.68926475E+00    4.39315090E-01    2.16115789E+00   
                  -1.70000000E+02    3.50000000E+01   -1.97450200E-01   -3.33472109E-01    2.86338231E-01    4.83594413E-01   -2.80516086E+00    4.23274319E-01    2.11268567E+00   
                  -1.65000000E+02    3.50000000E+01   -1.93039289E-01   -3.26117402E-01    2.85413920E-01    4.82173585E-01   -2.99952739E+00    3.97061409E-01    2.03299017E+00   
                  -1.60000000E+02    3.50000000E+01   -1.86973262E-01   -3.15994799E-01    2.84162592E-01    4.80249959E-01   -3.27430135E+00    3.61446681E-01    1.92371914E+00   
                  -1.55000000E+02    3.50000000E+01   -1.79354793E-01   -3.03268174E-01    2.82624947E-01    4.77886038E-01   -3.63246979E+00    3.17480344E-01    1.78719537E+00   
                  -1.50000000E+02    3.50000000E+01   -1.70307092E-01   -2.88134594E-01    2.80850576E-01    4.75157939E-01   -4.07838742E+00    2.66464305E-01    1.62642976E+00   
                  -1.45000000E+02    3.50000000E+01   -1.59968230E-01   -2.70815583E-01    2.78896098E-01    4.72152560E-01   -4.61825741E+00    2.09916559E-01    1.44513346E+00   
                  -1.40000000E+02    3.50000000E+01   -1.48485168E-01   -2.51547886E-01    2.76823099E-01    4.68964452E-01   -5.26085620E+00    1.49528826E-01    1.24772412E+00   
                  -1.35000000E+02    3.50000000E+01   -1.36007885E-01   -2.30574402E-01    2.74695979E-01    4.65692567E-01   -6.01864602E+00    8.71182996E-02    1.03931863E+00   
                  -1.30000000E+02    3.50000000E+01   -1.22684018E-01   -2.08135834E-01    2.72579827E-01    4.62437004E-01   -6.90953984E+00    2.45745898E-02    8.25700866E-01   
                  -1.25000000E+02    3.50000000E+01   -1.08654314E-01   -1.84463586E-01    2.70538384E-01    4.59295894E-01   -7.95983513E+00   -3.61967935E-02    6.13249966E-01   
                  -1.20000000E+02    3.50000000E+01   -9.40491445E-02   -1.59774238E-01    2.68632196E-01    4.56362520E-01   -9.20939710E+00   -9.33328282E-02    4.08811738E-01   
                  -1.15000000E+02    3.50000000E+01   -7.89862006E-02   -1.34265857E-01    2.66916968E-01    4.53722742E-01   -1.07215706E+01   -1.45071424E-01    2.19496528E-01   
                  -1.10000000E+02    3.50000000E+01   -6.35694349E-02   -1.08116209E-01    2.65442149E-01    4.51452790E-01   -1.26042386E+01   -1.89807955E-01    5.23924939E-02   
                  -1.05000000E+02    3.50000000E+01   -4.78892032E-02   -8.14828379E-02    2.64249758E-01    4.49617425E-01   -1.50616876E+01   -2.26147860E-01   -8.58037366E-02   
                  -1.00000000E+02    3.50000000E+01   -3.20235136E-02   -5.45048588E-02    2.63373436E-01    4.48268484E-01   -1.85550131E+01   -2.52953298E-01   -1.89216885E-01   
                  -9.50000000E+01    3.50000000E+01   -1.60402254E-02   -2.73061995E-02    2.62837712E-01    4.47443773E-01   -2.45589261E+01   -2.69381952E-01   -2.53237533E-01   
                  -9.00000000E+01    3.50000000E+01    1.12615310E-17    1.91724094E-17    2.62657495E-01    4.47166289E-01   -3.27630764E+02   -2.74916262E-01   -2.74916262E-01   
                  -8.50000000E+01    3.50000000E+01    1.60402293E-02    2.73061985E-02    2.62837776E-01    4.47443757E-01   -2.45589258E+01   -2.69381643E-01   -2.53237224E-01   
                  -8.00000000E+01    3.50000000E+01    3.20235248E-02    5.45048571E-02    2.63373528E-01    4.48268471E-01   -1.85550125E+01   -2.52952717E-01   -1.89216305E-01   
                  -7.50000000E+01    3.50000000E+01    4.78892156E-02    8.14828397E-02    2.64249827E-01    4.49617435E-01   -1.50616869E+01   -2.26147144E-01   -8.58030202E-02   
                  -7.00000000E+01    3.50000000E+01    6.35694362E-02    1.08116218E-01    2.65442154E-01    4.51452827E-01   -1.26042380E+01   -1.89807373E-01    5.23930762E-02   
                  -6.50000000E+01    3.50000000E+01    7.89861828E-02    1.34265871E-01    2.66916908E-01    4.53722787E-01   -1.07215705E+01   -1.45071297E-01    2.19496655E-01   
                  -6.00000000E+01    3.50000000E+01    9.40491127E-02    1.59774244E-01    2.68632106E-01    4.56362537E-01   -9.20939761E+00   -9.33333398E-02    4.08811227E-01   
                  -5.50000000E+01    3.50000000E+01    1.08654287E-01    1.84463573E-01    2.70538317E-01    4.59295861E-01   -7.95983614E+00   -3.61978052E-02    6.13248954E-01   
                  -5.00000000E+01    3.50000000E+01    1.22684017E-01    2.08135801E-01    2.72579825E-01    4.62436930E-01   -6.90954088E+00    2.45735481E-02    8.25699824E-01   
                  -4.50000000E+01    3.50000000E+01    1.36007917E-01    2.30574365E-01    2.74696043E-01    4.65692494E-01   -6.01864651E+00    8.71178122E-02    1.03931814E+00   
                  -4.00000000E+01    3.50000000E+01    1.48485215E-01    2.51547875E-01    2.76823186E-01    4.68964431E-01   -5.26085579E+00    1.49529244E-01    1.24772454E+00   
                  -3.50000000E+01    3.50000000E+01    1.59968258E-01    2.70815616E-01    2.78896147E-01    4.72152618E-01   -4.61825623E+00    2.09917741E-01    1.44513464E+00   
                  -3.00000000E+01    3.50000000E+01    1.70307071E-01    2.88134666E-01    2.80850541E-01    4.75158058E-01   -4.07838610E+00    2.66465632E-01    1.62643109E+00   
                  -2.50000000E+01    3.50000000E+01    1.79354722E-01    3.03268249E-01    2.82624835E-01    4.77886156E-01   -3.63246909E+00    3.17481040E-01    1.78719607E+00   
                  -2.00000000E+01    3.50000000E+01    1.86973178E-01    3.15994829E-01    2.84162464E-01    4.80250004E-01   -3.27430177E+00    3.61446262E-01    1.92371872E+00   
                  -1.50000000E+01    3.50000000E+01    1.93039254E-01    3.26117352E-01    2.85413867E-01    4.82173509E-01   -2.99952880E+00    3.97059995E-01    2.03298876E+00   
                  -1.00000000E+01    3.50000000E+01    1.97450265E-01    3.33471981E-01    2.86338324E-01    4.83594228E-01   -2.80516258E+00    4.23272603E-01    2.11268395E+00   
                  -5.00000000E+00    3.50000000E+01    2.00128953E-01    3.37935697E-01    2.86905527E-01    4.84465730E-01   -2.68926587E+00    4.39313971E-01    2.16115677E+00   
                   0.00000000E+00    3.50000000E+01    2.01027328E-01    3.39432184E-01    2.87096778E-01    4.84759397E-01   -2.65075068E+00    4.44713678E-01    2.17742329E+00   
